City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
344,Sinnamary,GF,5.3833,-52.95,80.92,82,100,11.65,overcast clouds
345,Camacha,PT,33.0833,-16.3333,67.42,56,40,8.05,scattered clouds
346,Rancho Palos Verdes,US,33.7445,-118.387,72.46,76,100,5.01,overcast clouds
347,Zholymbet,KZ,51.7433,71.7122,44.64,48,100,15.61,overcast clouds
348,Natchez,US,31.5604,-91.4032,83.64,63,40,11.5,scattered clouds
349,Kokopo,PG,-4.352,152.2633,76.69,77,100,3.42,overcast clouds
350,Trincomalee,LK,8.5711,81.2335,79.21,80,100,6.91,overcast clouds
351,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,93.0,59,40,2.3,scattered clouds
352,Asekeyevo,RU,53.5742,52.7972,39.94,80,88,3.71,overcast clouds
353,Rochegda,RU,62.8,43.25,28.2,90,57,7.27,broken clouds
354,Stokmarknes,NO,68.5646,14.9108,41.49,65,75,8.05,broken clouds
355,Valparaiso,CL,-33.0393,-71.6273,85.64,31,0,27.63,clear sky
356,Manokwari,ID,-0.8667,134.0833,77.97,75,100,2.08,overcast clouds
357,Butajira,ET,8.1167,38.3667,58.75,43,34,6.17,scattered clouds
358,Port Hardy,CA,50.6996,-127.4199,55.58,67,75,33.38,light intensity shower rain
359,Najran,SA,17.4924,44.1277,68.65,23,6,2.19,clear sky
360,Maarianhamina,AX,60.0973,19.9348,48.06,87,90,11.5,overcast clouds
361,Port Blair,IN,11.6667,92.75,78.84,89,40,2.3,mist
362,Santa Rosa,PH,14.3122,121.1114,78.78,86,92,7.9,overcast clouds
363,Stornoway,GB,58.2093,-6.3865,49.96,87,40,13.8,scattered clouds
364,Ust-Ilimsk,RU,58.0006,102.6619,38.5,96,100,13.82,light rain
365,Fort Nelson,CA,58.8053,-122.7002,27.99,100,40,3.44,scattered clouds
366,Hualmay,PE,-11.0964,-77.6139,67.93,71,15,10.76,few clouds
367,Souillac,MU,-20.5167,57.5167,75.36,78,40,12.66,scattered clouds
368,Luba,GQ,3.4568,8.5547,79.61,87,33,5.7,scattered clouds
369,Prince Rupert,CA,54.3161,-130.3201,49.69,72,100,5.75,overcast clouds
370,Kamenka,RU,51.3223,42.7678,38.84,91,98,12.93,overcast clouds
371,Boa Vista,BR,2.8197,-60.6733,93.18,46,40,9.22,scattered clouds
372,Florianopolis,BR,-27.6146,-48.5012,71.26,45,0,5.01,clear sky
373,Beni,CD,0.5,29.4667,62.89,98,86,2.48,overcast clouds
374,Kaeo,NZ,-35.1,173.7833,61.32,98,8,2.35,clear sky
375,Oranjestad,AW,12.524,-70.027,87.75,62,20,20.71,few clouds
376,Pierre,US,44.3683,-100.351,45.28,87,100,5.99,overcast clouds
377,Amazar,RU,53.858,120.875,31.23,90,67,1.79,broken clouds
378,Sterling,US,39.0062,-77.4286,73.54,64,1,1.99,clear sky
379,Rio Gallegos,AR,-51.6226,-69.2181,51.85,40,40,37.98,scattered clouds
380,Albertville,US,34.2676,-86.2089,76.42,53,1,3.0,clear sky
381,Narsaq,GL,60.9167,-46.05,29.88,53,100,6.04,overcast clouds
382,Pisco,PE,-13.7,-76.2167,69.85,60,0,18.41,clear sky
383,Suamico,US,44.6319,-88.0393,51.19,66,94,5.01,overcast clouds
384,Kartaly,RU,53.0522,60.6467,47.53,84,100,9.1,overcast clouds
385,Copiapo,CL,-27.3667,-70.3333,62.29,24,0,8.79,clear sky
386,Pangnirtung,CA,66.1451,-65.7125,28.4,86,75,4.61,broken clouds
387,Wagar,SD,16.1525,36.2032,84.81,48,6,14.65,clear sky
388,Yining,CN,29.0361,114.5636,51.33,89,37,0.98,light rain
389,Blackwater,AU,-23.5833,148.8833,72.61,67,79,5.61,broken clouds
390,Abu Samrah,SY,35.3029,37.1841,65.41,60,0,4.79,clear sky
391,Nagutskoye,RU,44.4415,42.8762,50.22,93,100,2.82,light rain
392,Mankono,CI,8.0586,-6.1897,74.64,89,94,3.27,light rain
393,Douglas,US,41.3,-96.167,51.62,96,90,1.01,heavy intensity rain
394,Miami,US,25.7743,-80.1937,87.01,77,90,1.99,overcast clouds
395,Yarmouth,US,41.7057,-70.2286,58.96,52,1,10.0,clear sky
396,Mao,ES,39.8885,4.2658,63.16,94,20,6.91,few clouds
397,Phan Thiet,VN,10.9333,108.1,76.48,89,100,3.2,overcast clouds
398,State College,US,40.7934,-77.86,58.41,80,90,1.01,overcast clouds
399,Bredy,RU,52.4153,60.3411,48.94,89,100,10.6,overcast clouds
400,Mbaiki,CF,3.8678,17.9892,72.0,97,100,1.05,light rain
401,Zacualtipan,MX,20.65,-98.6,74.79,51,25,6.91,scattered clouds
402,Derzhavinsk,KZ,51.1,66.3167,45.95,42,100,15.52,overcast clouds
403,Dicabisagan,PH,17.0818,122.4157,76.98,89,100,5.93,overcast clouds
404,Auch,FR,43.65,0.5833,58.33,85,0,3.22,clear sky
405,Jimeta,NG,9.2833,12.4667,82.67,57,78,4.07,broken clouds
406,Dinahican,PH,14.7167,121.7167,78.8,87,100,12.91,overcast clouds
407,Panaba,MX,21.2833,-88.2667,90.63,53,99,12.53,overcast clouds
408,Mount Isa,AU,-20.7333,139.5,74.97,60,100,3.44,overcast clouds
409,Mackay,AU,-21.15,149.2,75.69,83,80,6.91,broken clouds
410,Pavino,RU,59.1139,46.1414,30.65,88,100,10.29,light snow
411,Sibolga,ID,1.7427,98.7792,74.84,90,98,1.83,overcast clouds
412,Dandong,CN,40.1292,124.3947,45.05,85,0,2.75,clear sky
413,Antalaha,MG,-14.9003,50.2788,74.89,90,100,3.85,light rain
414,Sortland,NO,68.6949,15.4162,40.95,75,100,4.14,overcast clouds
415,Boyuibe,BO,-20.4167,-63.2833,82.24,21,1,10.76,clear sky
416,Shingu,JP,33.7333,135.9833,60.75,92,100,5.3,overcast clouds
417,Puerto Escondido,MX,15.85,-97.0667,84.76,68,100,6.44,overcast clouds
418,Dahegam,IN,23.1667,72.8167,76.77,66,10,5.17,clear sky
419,Brownsville,US,25.9018,-97.4975,91.51,66,77,7.0,broken clouds
420,Tabou,CI,4.423,-7.3528,77.74,84,86,7.0,overcast clouds
421,Iquique,CL,-20.2208,-70.1431,64.44,70,15,6.58,few clouds
422,Kostomuksha,RU,64.571,30.5767,24.6,94,100,5.7,overcast clouds
423,Benguela,AO,-12.5763,13.4055,74.46,73,100,4.29,overcast clouds
424,Lodwar,KE,3.1191,35.5973,88.77,35,17,20.15,few clouds
425,Vao,NC,-22.6667,167.4833,70.48,69,51,11.16,broken clouds
426,Ugoofaaru,MV,5.6667,73.0,82.54,77,75,16.26,broken clouds
427,Saint-Augustin,CA,51.226,-58.6502,45.27,89,100,23.02,overcast clouds
428,Mattru,SL,7.6244,-11.8332,74.93,96,100,3.06,overcast clouds
429,Wahpeton,US,46.2652,-96.6059,48.02,61,90,9.22,overcast clouds
430,Prado,BR,-17.3411,-39.2208,78.76,82,0,12.66,clear sky
431,Dongsheng,CN,39.8161,109.9776,43.54,40,100,6.93,overcast clouds
432,Mareeba,AU,-17.0,145.4333,65.44,95,12,3.06,few clouds
433,Oranjemund,NA,-28.55,16.4333,60.64,71,0,24.23,clear sky
434,Avera,US,33.194,-82.5271,78.91,34,80,7.07,broken clouds
435,Debre Birhan,ET,9.6833,39.5333,46.98,55,8,4.83,clear sky
436,Kuytun,RU,54.3419,101.5036,39.96,73,100,13.38,overcast clouds
437,Sheridan,US,44.8333,-106.9173,60.31,34,14,1.99,few clouds
438,Port Macquarie,AU,-31.4333,152.9167,59.9,94,75,1.14,broken clouds
439,Pacific Grove,US,36.6177,-121.9166,66.58,88,100,5.99,overcast clouds
440,Zemio,CF,5.0314,25.1361,74.35,83,43,1.03,light rain
441,Portland,US,45.5234,-122.6762,59.09,84,90,5.99,overcast clouds
442,Teguldet,RU,57.3064,88.1667,39.34,89,75,8.43,broken clouds
443,Sur,OM,22.5667,59.5289,82.33,59,0,7.54,clear sky
444,Asfi,MA,32.2994,-9.2372,68.11,77,100,12.64,overcast clouds
445,Chitral,PK,35.8462,71.7858,50.04,61,92,1.32,overcast clouds
446,Hamilton,US,39.1834,-84.5333,68.99,96,75,1.01,broken clouds
447,Te Anau,NZ,-45.4167,167.7167,52.65,96,100,0.76,moderate rain
448,Pangai,TO,-19.8,-174.35,77.11,57,20,16.11,few clouds
449,Mnogovershinnyy,RU,53.9353,139.9242,29.21,88,82,4.7,broken clouds
450,Dingle,PH,10.9995,122.6711,75.24,93,97,3.18,overcast clouds
451,Mandalgovi,MN,45.7625,106.2708,34.77,44,31,11.27,scattered clouds
452,Marzuq,YE,14.4,46.4667,72.91,22,4,0.81,clear sky
453,Vidim,RU,56.4088,103.1106,38.39,93,100,12.41,light rain
454,Byron Bay,AU,-28.65,153.6167,69.87,85,66,4.63,broken clouds
455,Torbay,CA,47.6666,-52.7314,58.68,90,20,16.11,very heavy rain
456,Aswan,EG,24.0934,32.907,78.1,25,0,8.05,clear sky
457,Beni Suef,EG,29.0731,31.0979,70.75,46,0,14.74,clear sky
458,Shache,CN,38.4167,77.2406,46.49,35,81,2.26,broken clouds
459,Konstantinovka,RU,49.6167,127.9833,38.03,67,23,7.94,few clouds
460,Berlevag,NO,70.8578,29.0864,30.15,86,75,10.36,broken clouds
461,Ouango,CF,4.3133,22.5552,70.38,99,100,2.06,moderate rain
462,Dhidhdhoo,MV,6.8833,73.1,81.91,79,99,12.86,overcast clouds
463,Glencoe,ZA,-28.1783,30.147,49.1,87,100,4.83,light rain
464,Fairbanks,US,64.8378,-147.7164,27.23,90,90,0.0,mist
465,Puerto Colombia,CO,10.9878,-74.9547,80.69,75,86,6.53,overcast clouds
466,Mumford,GH,5.2618,-0.759,78.44,86,34,7.43,light rain
467,Kijang,KR,35.2442,129.2139,49.73,58,100,4.43,overcast clouds
468,Along,IN,28.1667,94.7667,61.88,88,12,1.81,few clouds
469,Wuning,CN,29.2589,120.2311,52.0,95,0,1.16,clear sky
470,The Hague,NL,52.0767,4.2986,51.91,83,14,3.0,few clouds
471,Lardos,GR,36.0942,28.0157,71.42,70,9,10.25,clear sky
472,Bagdarin,RU,54.4333,113.6,28.9,71,17,3.13,few clouds
473,Nanchang,CN,28.6833,115.8833,56.5,73,13,4.72,light rain
474,Whitehaven,GB,54.549,-3.5841,54.66,93,63,13.0,broken clouds
475,Santa Vitoria,BR,-18.8386,-50.1214,72.03,75,100,2.53,overcast clouds
476,Yuancheng,CN,36.652,107.7896,46.0,85,82,2.53,broken clouds
477,Bintulu,MY,3.1667,113.0333,77.41,100,40,1.99,scattered clouds
478,El Paraiso,HN,13.8667,-86.55,82.6,58,96,2.89,overcast clouds
479,Mecca,SA,21.4267,39.8261,80.6,59,0,2.24,clear sky
480,Soldotna,US,60.4878,-151.0583,45.07,89,83,1.28,broken clouds
481,Touros,BR,-5.1989,-35.4608,85.1,71,22,13.94,few clouds
482,San Jose,US,37.3394,-121.895,65.48,83,90,1.01,light rain
483,Kavieng,PG,-2.5744,150.7967,82.18,74,59,11.9,broken clouds
484,Ayan,RU,56.45,138.1667,39.2,75,77,6.91,broken clouds
485,Jalu,LY,29.0331,21.5482,76.78,28,33,10.29,scattered clouds
486,Aviles,ES,43.5547,-5.9248,60.19,89,75,4.0,broken clouds
487,Basco,PH,20.4487,121.9702,79.97,78,9,14.56,clear sky
488,Husavik,IS,66.0449,-17.3389,37.31,98,100,12.37,overcast clouds
489,Dunedin,NZ,-45.8742,170.5036,58.8,90,96,3.0,overcast clouds
490,Jamame,SO,0.0722,42.7506,77.41,86,48,7.81,scattered clouds
491,Elko,US,41.0002,-115.5012,50.23,87,100,8.99,light rain
492,Khalilabad,IN,26.775,83.0736,72.05,63,0,5.08,clear sky
493,Ust-Nera,RU,64.5667,143.2,7.97,97,99,6.53,overcast clouds
494,Jumla,NP,29.2747,82.1838,43.83,83,0,4.23,clear sky
495,Pasighat,IN,28.0667,95.3333,67.87,81,3,3.44,clear sky
496,Lincoln,US,40.8,-96.667,51.75,96,90,1.99,heavy intensity rain
497,Gamba,GA,-2.65,10.0,77.16,88,100,4.32,overcast clouds
498,Chicama,PE,-7.8447,-79.1469,63.14,60,11,10.56,few clouds
499,Salalah,OM,17.0151,54.0924,76.96,78,31,3.36,scattered clouds
500,Delray Beach,US,26.4615,-80.0728,85.01,85,40,1.01,scattered clouds
501,Podujevo,XK,42.9106,21.1931,39.4,78,0,3.8,clear sky
502,San Andres,CO,12.5847,-81.7006,87.82,74,40,8.05,scattered clouds
503,Laguna,US,38.421,-121.4238,64.45,91,90,5.01,heavy intensity rain
504,Noumea,NC,-22.2763,166.4572,73.99,99,18,8.12,few clouds
505,Vardo,NO,70.3705,31.1107,30.18,80,40,4.61,light snow
506,Eagle Pass,US,28.7091,-100.4995,92.25,55,0,1.68,clear sky
507,Fremont,US,37.5483,-121.9886,65.5,84,90,10.0,mist
508,Dwarka,IN,22.2394,68.9678,80.15,57,0,9.78,clear sky
509,Rawson,AR,-43.3002,-65.1023,77.9,21,99,37.07,overcast clouds
510,Ostrovnoy,RU,68.0531,39.5131,34.39,66,84,20.65,light rain
511,Maumere,ID,-8.6199,122.2111,79.34,82,59,1.32,broken clouds
512,Comodoro Rivadavia,AR,-45.8667,-67.5,71.46,26,100,54.09,dust
513,Sabzevar,IR,36.2126,57.6819,58.26,18,74,4.36,broken clouds
514,Yinchuan,CN,38.4681,106.2731,50.9,43,53,1.25,broken clouds
515,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,19.99,86,0,8.95,clear sky
516,Yar-Sale,RU,66.8333,70.8333,24.24,77,36,16.33,scattered clouds
517,Praia Da Vitoria,PT,38.7333,-27.0667,66.76,77,20,11.01,few clouds
518,Baft,IR,29.234,56.6057,50.29,40,0,1.21,clear sky
519,Bealanana,MG,-14.55,48.7333,65.41,95,100,3.27,light rain
520,Kaili,ID,-3.4626,120.2147,68.45,82,100,2.3,overcast clouds
521,Moron,AR,-34.6534,-58.6198,78.49,26,0,5.99,clear sky
522,Bambari,CF,5.768,20.6757,74.48,92,100,3.76,light rain
523,Kuusankoski,FI,60.907,26.6244,33.42,99,90,3.0,overcast clouds
524,Bambous Virieux,MU,-20.3428,57.7575,75.22,78,40,12.66,scattered clouds
525,San Francisco,US,37.7749,-122.4194,64.94,93,90,7.0,moderate rain
526,Nemuro,JP,43.3236,145.575,50.13,74,0,3.29,clear sky
527,Midyat,TR,37.4247,41.3393,43.52,19,0,5.03,clear sky
528,Marawi,PH,7.9986,124.2928,65.64,91,100,2.48,overcast clouds
529,Namatanai,PG,-3.6667,152.4333,79.3,80,84,5.73,broken clouds
530,Atbasar,KZ,51.8,68.3333,45.3,41,100,15.12,overcast clouds
531,Saint-Louis,SN,16.3333,-15.0,96.44,46,54,16.06,broken clouds
532,Verkhoshizhemye,RU,58.011,49.1038,36.41,92,100,6.31,light rain
533,Northam,GB,51.0333,-4.2167,57.09,91,7,12.93,clear sky
534,Strezhevoy,RU,60.7333,77.5889,26.58,90,100,3.96,overcast clouds
535,Lamont,US,35.2597,-118.9143,82.81,36,100,3.67,overcast clouds
536,Inskoy,RU,54.4297,86.44,42.78,74,100,14.65,overcast clouds
537,Bereslavka,RU,48.6254,44.0449,41.77,46,100,8.75,overcast clouds
538,Talcahuano,CL,-36.7167,-73.1167,62.28,67,0,17.27,clear sky
539,Ceuta,ES,35.8903,-5.3075,69.91,83,77,14.29,broken clouds
540,Camocim,BR,-2.9022,-40.8411,85.46,62,77,15.48,broken clouds
541,Nelson Bay,AU,-32.7167,152.15,58.95,94,43,3.27,scattered clouds
542,Tierra Colorada,MX,17.1667,-99.5833,73.96,79,100,3.2,overcast clouds
543,Solnechnyy,RU,50.7214,136.6319,32.56,87,9,4.14,clear sky
544,San Juan,AR,-31.5375,-68.5364,85.59,11,0,5.41,clear sky
545,Tuscaloosa,US,33.2098,-87.5692,73.78,70,100,6.17,overcast clouds
546,Lata,PT,40.1629,-8.3327,58.06,69,0,1.23,clear sky
547,Hohhot,CN,40.8106,111.6522,34.09,80,100,4.47,overcast clouds
548,Karatuzskoye,RU,53.6072,92.8667,43.0,84,100,12.39,overcast clouds
549,Lake Forest,US,33.647,-117.6892,75.06,63,92,1.99,overcast clouds
550,Hay River,CA,60.8156,-115.7999,42.78,81,75,11.5,broken clouds
551,Beian,NO,63.6559,9.5683,48.0,93,75,19.57,broken clouds
552,Athabasca,CA,54.7169,-113.2854,41.83,81,100,7.67,overcast clouds
553,Capitao Poco,BR,-1.7464,-47.0594,87.21,58,8,3.6,clear sky
554,Revelstoke,CA,50.9832,-118.2023,50.02,81,75,2.3,broken clouds
555,Porto Novo,BJ,6.4965,2.6036,82.22,81,37,4.61,scattered clouds
556,Berdigestyakh,RU,62.0989,126.6992,30.09,98,100,5.86,light snow
557,Chumikan,RU,54.7183,135.315,36.07,83,100,16.91,overcast clouds
558,Hinton,CA,53.4001,-117.5857,51.84,47,54,6.98,broken clouds
559,San Quintin,MX,30.4833,-115.95,67.96,64,29,15.23,scattered clouds
560,Henderson,US,36.0397,-114.9819,74.98,29,1,14.97,clear sky
561,Olga,RU,43.7444,135.2892,39.52,61,0,4.88,clear sky
562,Finschhafen,PG,-6.6024,147.8681,78.49,76,83,6.15,broken clouds
563,Isangel,VU,-19.55,169.2667,69.91,94,17,2.3,few clouds
564,Konosha,RU,60.9736,40.257,24.84,95,12,5.17,few clouds
565,Hambantota,LK,6.1241,81.1185,79.59,78,100,8.1,moderate rain
566,Samarai,PG,-10.6167,150.6667,80.56,82,77,10.8,broken clouds
567,Rengo,CL,-34.4167,-70.8667,79.12,22,0,8.43,clear sky
568,Yaan,NG,7.3833,8.5667,78.4,73,64,2.51,broken clouds
569,Helena,US,46.5927,-112.0361,59.31,41,100,8.99,overcast clouds
570,Griffith,US,41.5284,-87.4237,51.96,95,90,1.99,moderate rain
571,Celestun,MX,20.8667,-90.4,85.71,70,79,9.71,broken clouds
572,Morales,CO,2.757,-76.6172,70.18,82,99,3.76,overcast clouds
573,Pelotas,BR,-31.7719,-52.3425,73.42,31,0,6.91,clear sky
574,Biak,ID,-0.9131,122.8766,76.21,74,100,3.11,overcast clouds
575,Matamoros,MX,25.5333,-103.25,86.11,22,0,4.9,clear sky
576,Cayenne,GF,4.9333,-52.3333,84.24,85,20,5.99,few clouds
577,Hudson Bay,CA,52.85,-102.3842,45.46,49,6,10.29,clear sky
578,West Plains,US,36.7281,-91.8524,79.56,63,40,1.99,scattered clouds
579,Namibe,AO,-15.1961,12.1522,64.78,82,0,8.41,clear sky
580,Petropavlovka,RU,50.6114,105.3196,34.36,63,17,3.53,few clouds
581,Winona,US,43.9666,-91.7668,48.49,61,1,11.5,clear sky
582,Scottsbluff,US,41.8666,-103.6672,61.23,44,0,7.0,clear sky
583,Komsomolskiy,UZ,40.4272,71.7189,45.32,57,0,6.91,clear sky
584,Maposeni,TZ,-10.5833,35.4,76.5,36,16,7.02,few clouds
585,Kosa,RU,59.9445,54.9977,34.72,99,100,5.7,overcast clouds
586,Parana,AR,-31.732,-60.5238,82.56,21,0,4.65,clear sky
587,Esna,EG,25.2934,32.554,75.22,27,0,11.18,clear sky
588,Alofi,NU,-19.0595,-169.9187,76.89,61,97,14.97,overcast clouds
589,Rurrenabaque,BO,-14.4413,-67.5278,66.69,99,100,3.0,moderate rain
590,Estevan,CA,49.1334,-102.9842,39.54,93,90,13.8,overcast clouds
591,Nouakchott,MR,18.0858,-15.9785,79.93,63,99,17.74,overcast clouds
592,Emerald,AU,-23.5333,148.1667,73.54,68,49,3.44,scattered clouds
593,Narrabri,AU,-30.3167,149.7833,55.53,54,2,9.22,clear sky
594,Zacualpan,MX,21.25,-105.1667,86.72,69,76,8.88,broken clouds
595,Altar,MX,30.7,-111.8167,86.61,33,44,12.08,scattered clouds
596,Preobrazheniye,RU,42.9019,133.9064,45.82,60,0,6.49,clear sky
597,Iberia,US,29.9502,-91.7507,83.05,61,30,16.71,scattered clouds
598,Erzin,TR,36.9559,36.2,55.92,75,1,1.81,clear sky
599,Kolokani,ML,13.5728,-8.0339,83.98,47,47,5.01,scattered clouds
600,Ruteng,ID,-8.6136,120.4721,62.8,94,100,0.56,overcast clouds
601,Laela,TZ,-8.5667,32.05,73.76,36,46,1.32,scattered clouds
602,Shimoda,JP,34.6667,138.95,58.1,64,97,14.09,overcast clouds
603,Trat,TH,12.5,102.5,75.16,88,100,8.99,light rain
604,Toktogul,KG,41.8708,72.9402,47.73,34,0,3.69,clear sky
605,Sumbe,AO,-11.2061,13.8437,76.15,75,100,9.91,overcast clouds
606,Monroe,US,43.1501,-77.6831,58.08,65,75,10.36,broken clouds
607,Qui Nhon,VN,13.7667,109.2333,77.92,87,100,19.01,overcast clouds
608,Cockburn Town,TC,21.4612,-71.1419,84.16,65,40,13.8,scattered clouds
609,Nokaneng,BW,-19.6667,22.2667,74.64,59,64,3.06,broken clouds
610,Mananara,MG,-16.1667,49.7667,74.53,94,58,4.47,light rain
611,Pakxe,LA,15.1167,105.7833,69.04,91,96,4.23,overcast clouds
612,Tefe,BR,-3.3542,-64.7114,95.11,59,40,3.44,scattered clouds
613,Paita,PE,-5.0892,-81.1144,75.76,73,22,17.85,few clouds
614,Ketchikan,US,55.3422,-131.6461,46.36,69,63,9.37,broken clouds
615,Scarborough,GB,54.2797,-0.4044,55.08,87,46,1.99,scattered clouds
616,Bela,IN,25.9333,81.9833,72.88,65,0,5.26,clear sky
617,Pailitas,CO,8.9565,-73.6255,86.0,75,95,3.49,overcast clouds
618,Soc Trang,VN,9.6033,105.98,75.16,93,100,4.23,overcast clouds
619,Itoman,JP,26.1247,127.6694,73.42,86,20,6.91,few clouds
620,Paamiut,GL,61.994,-49.6678,31.17,43,0,15.48,clear sky
621,Porto Velho,BR,-8.7619,-63.9039,95.05,43,40,4.61,scattered clouds
622,Kapit,MY,2.0167,112.9333,72.68,100,69,0.83,broken clouds
623,Henties Bay,NA,-22.116,14.2845,59.86,90,0,2.19,clear sky
624,Gimli,CA,50.6336,-96.9907,43.43,70,7,8.05,clear sky
625,Lyubashivka,UA,47.8372,30.2598,41.09,59,59,8.34,broken clouds
626,Paranagua,BR,-25.52,-48.5092,80.29,97,100,4.32,overcast clouds
627,Gornyak,RU,50.9942,81.4661,42.96,48,46,14.5,scattered clouds
628,Richards Bay,ZA,-28.783,32.0377,64.49,66,80,6.15,broken clouds
629,Myrtle Beach,US,33.6891,-78.8867,80.98,70,100,1.01,overcast clouds
630,Huilong,CN,31.8111,121.655,64.99,69,1,7.16,clear sky
631,Yerbogachen,RU,61.2767,108.0108,34.41,98,100,9.31,light rain
632,Antofagasta,CL,-23.65,-70.4,61.88,71,16,7.94,few clouds
633,Urman,RU,54.8831,56.8742,38.01,91,70,4.32,broken clouds
634,Deep River,CA,46.1001,-77.4995,51.55,66,99,3.74,overcast clouds
635,Hasaki,JP,35.7333,140.8333,48.6,53,11,6.64,few clouds
636,Cabedelo,BR,-6.9811,-34.8339,84.87,68,99,10.65,overcast clouds
637,Zhigansk,RU,66.7697,123.3711,16.48,95,99,6.17,overcast clouds
638,Mocuba,MZ,-16.8392,36.9856,81.01,54,6,5.97,clear sky
639,Salcedo,PH,12.8105,121.4674,76.6,91,100,3.91,overcast clouds
640,Cocorit,MX,27.5833,-109.9667,91.29,37,0,13.31,clear sky
641,Garowe,SO,8.4054,48.4845,75.76,72,42,14.88,scattered clouds
642,Kavaratti,IN,10.5669,72.642,81.75,75,63,6.98,broken clouds
643,Naze,JP,28.3667,129.4833,70.14,79,63,12.55,broken clouds
644,Boshnyakovo,RU,49.6333,142.1667,37.45,75,5,8.57,clear sky
645,Marquette,US,46.5333,-87.6335,45.77,77,85,8.43,overcast clouds
646,Angoche,MZ,-16.2325,39.9086,78.58,80,3,14.34,clear sky
647,Gornopravdinsk,RU,60.05,69.9,37.38,97,100,3.65,light rain
648,Upata,VE,8.0086,-62.3989,73.18,82,100,4.34,light rain
649,Tezu,IN,27.9167,96.1667,69.55,70,27,3.49,scattered clouds
650,Keti Bandar,PK,24.1447,67.4497,78.53,56,0,6.98,clear sky
651,Aguimes,ES,27.9054,-15.4461,69.66,69,20,11.5,few clouds
652,Tura,IN,25.5198,90.2201,67.1,93,0,2.98,clear sky
653,Rock Island,US,41.45,-90.5168,51.66,83,90,21.85,heavy intensity rain
654,Drayton Valley,CA,53.2168,-114.9854,45.91,62,14,12.84,few clouds
655,Viedma,AR,-40.8135,-62.9967,81.73,18,1,29.17,clear sky
656,La Paz Centro,NI,12.34,-86.6753,89.46,64,31,0.87,scattered clouds
657,Mama,RU,58.3106,112.8986,35.47,98,100,6.35,light rain
658,Taft,IR,31.7471,54.2088,57.15,20,0,9.22,clear sky
659,Asyut,EG,27.181,31.1837,69.98,39,0,10.0,clear sky
660,Miranda,CO,3.2499,-76.2281,82.53,73,100,0.81,overcast clouds
661,Neepawa,CA,50.2289,-99.4664,41.81,51,100,9.84,overcast clouds
662,Ulenje,TZ,-8.9333,33.6833,64.11,46,4,4.59,clear sky
663,Cayambe,EC,0.05,-78.1333,60.06,73,98,1.77,moderate rain
664,Sandovo,RU,58.4602,36.4128,28.65,86,27,6.29,scattered clouds
665,Quimper,FR,48.0,-4.1,57.88,100,90,3.44,overcast clouds
666,Kasongo-Lunda,CD,-6.4667,16.8167,73.11,88,100,1.39,light rain
667,Urusha,RU,54.05,122.9,29.93,92,65,0.29,broken clouds
668,Cedral,MX,23.8,-100.7333,78.85,30,97,3.94,overcast clouds
669,Pishin,PK,30.5803,66.9961,53.08,27,0,3.02,clear sky
670,Mazamet,FR,43.49,2.373,57.58,89,0,8.05,clear sky
671,Muisne,EC,0.6,-80.0333,77.9,81,99,11.27,overcast clouds
672,Malakal,SS,9.5334,31.6605,81.99,39,28,4.29,scattered clouds
673,Makakilo City,US,21.3469,-158.0858,78.69,83,90,4.61,light rain
674,Grenada,ES,37.1882,-3.6067,62.69,65,0,1.01,clear sky
675,High Prairie,CA,55.4334,-116.4858,49.3,65,3,8.99,clear sky
676,Kasempa,ZM,-13.4584,25.8338,76.15,37,72,2.89,broken clouds
677,Atocha,BO,-20.9333,-66.2333,59.22,4,0,11.3,clear sky
678,Severnyy-Kospashskiy,RU,59.0925,57.8008,34.61,94,100,5.37,light rain
679,Potosi,BO,-19.5836,-65.7531,58.15,18,4,3.56,clear sky
680,Quatre Cocos,MU,-20.2078,57.7625,75.09,67,80,14.47,broken clouds
681,Sergeyevka,KZ,53.88,67.4158,51.44,34,100,17.87,overcast clouds
682,Santa Marta,CO,11.2408,-74.199,84.78,75,72,8.84,broken clouds
683,Thio,NC,-21.6167,166.2167,67.96,76,6,9.53,clear sky
684,Plettenberg Bay,ZA,-34.0527,23.3716,55.22,73,0,4.09,clear sky
685,Ambon,ID,-3.6954,128.1814,79.72,81,61,4.09,broken clouds
686,Lastoursville,GA,-0.8143,12.7287,72.72,97,10,0.6,light rain
687,Taree,AU,-31.9,152.4667,59.11,100,60,0.0,broken clouds
688,Halmaj,HU,48.25,21.0,39.78,59,100,1.16,overcast clouds
689,Bumba,CD,2.1833,22.4667,70.48,97,100,1.97,light rain
690,San Vicente,AR,-26.6167,-54.1333,68.09,51,0,5.93,clear sky
691,Sisimiut,GL,66.9395,-53.6735,18.91,81,61,8.41,broken clouds
692,Elmont,US,40.7009,-73.7129,61.14,59,100,1.01,overcast clouds
693,Manoel Urbano,BR,-8.8389,-69.2597,93.97,44,100,2.8,overcast clouds
694,Edzell,GB,56.8095,-2.6549,55.0,87,22,12.95,few clouds
695,Tombouctou,ML,20.0,-3.0,90.54,20,3,8.21,clear sky
696,Demyansk,RU,57.643,32.466,30.61,90,64,3.11,broken clouds
697,Majene,ID,-3.5403,118.9707,78.58,86,74,2.98,broken clouds
